scaffold,reconciled_taxonomy
OC1703_500m_150m_sens_contig_4192303,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_150m_sens_contig_1183469,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_50m_sens_contig_3959088,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_2658092,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_50m_sens_contig_2419928,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_50m_sens_contig_1093038,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_50m_sens_contig_1423910,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_3400664,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_2300257,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_532684,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_961151,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_1721583,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_404978,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_500m_sens_contig_2762647,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_500m_sens_contig_4911652,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_1202381,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_2897911,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_1313233,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_1236379,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_2199986,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_3243923,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_3646988,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_1752138,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_1739396,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_5149068,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_104668,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_2618290,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_150m_sens_contig_1000145,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_2087503,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_394157,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_50m_sens_contig_3589616,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_4945628,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_150m_sens_contig_1197656,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_1164927,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_150m_sens_contig_2289542,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_500m_sens_contig_2575754,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_500m_sens_contig_898987,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_500m_sens_contig_1608551,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_50m_sens_contig_1308776,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_211216,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_2241717,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_7387121,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_2935871,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_4749002,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_6306696,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_1502319,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_2228062,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_503531,p__SAR324
OC1703_4500m_3000m_sens_contig_1336110,p__SAR324
OC1703_3500m_3000m_sens_contig_2866818,p__SAR324
OC1703_3000m_3000m_sens_contig_2174192,p__SAR324
OC1703_4500m_4000m_sens_contig_149720,p__SAR324
OC1703_4500m_3000m_sens_contig_1298817,p__SAR324
OC1703_3500m_3000m_sens_contig_1531485,p__SAR324
OC1703_3000m_3000m_sens_contig_2174116,p__SAR324
OC1703_4500m_150m_sens_contig_117497,p__SAR324
OC1703_500m_50m_sens_contig_457538,p__SAR324
OC1703_500m_500m_sens_contig_3856278,p__SAR324
OC1703_4000m_3000m_sens_contig_1963807,p__SAR324
OC1703_3500m_150m_sens_contig_4620258,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_3686408,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_5196974,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_4243614,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_3057590,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_500m_sens_contig_1180536,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_500m_sens_contig_1857313,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_500m_sens_contig_3133828,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_5701453,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_150m_sens_contig_470466,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_500m_sens_contig_1327388,p__Proteobacteria;unclassified
OC1703_4000m_150m_sens_contig_344374,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_4674087,p__SAR324
OC1703_4500m_500m_sens_contig_4744467,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_2109080,unclassified
OC1703_3000m_2000m_sens_contig_3645229,unclassified
OC1703_4000m_2000m_sens_contig_238789,unclassified
OC1703_3500m_3000m_sens_contig_2739464,unclassified
OC1703_4500m_3000m_sens_contig_1904962,unclassified
OC1703_4000m_3000m_sens_contig_1213854,unclassified
OC1703_3500m_2000m_sens_contig_3080020,unclassified
OC1703_4500m_4000m_sens_contig_3212028,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_329017,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_3907018,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1846628,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_2956248,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1156435,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_3868204,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_1342842,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3216765,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_2382817,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_88920,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_430025,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_648388,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_259166,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_2470497,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_3454993,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_934676,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_731138,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_2837071,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_3758594,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_1743507,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1324505,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_925047,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_500m_sens_contig_3197067,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_2383092,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_2850443,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_421919,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1645521,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1070542,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1949885,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1511189,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_839252,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_1305992,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_50m_sens_contig_29071,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_150m_sens_contig_5532298,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_3363772,p__SAR324
OC1703_4500m_2000m_sens_contig_3201628,p__Actinobacteriota
OC1703_3500m_2000m_sens_contig_264175,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_1595849,p__Actinobacteriota
OC1703_4000m_3000m_sens_contig_2583081,p__Actinobacteriota
OC1703_4500m_3000m_sens_contig_3534722,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_2517085,p__Actinobacteriota
OC1703_3500m_3000m_sens_contig_2127122,p__Actinobacteriota
OC1703_3000m_3000m_sens_contig_3449505,p__Actinobacteriota
OC1703_4000m_1000m_sens_contig_1905928,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_3939360,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_4215216,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_4579966,p__Actinobacteriota
OC1703_3500m_1000m_sens_contig_3497190,p__Actinobacteriota
OC1703_500m_500m_sens_contig_1962324,p__Actinobacteriota
OC1703_4500m_500m_sens_contig_1423335,p__Actinobacteriota
OC1703_4500m_4000m_sens_contig_626314,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_3740189,p__Actinobacteriota
OC1703_4000m_150m_sens_contig_1136937,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_3786107,p__Actinobacteriota
OC1703_3000m_3000m_sens_contig_1381382,p__Actinobacteriota
OC1703_4500m_500m_sens_contig_4157519,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_520903,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_2001295,p__Actinobacteriota
OC1703_4500m_2000m_sens_contig_4492922,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_468755,p__Actinobacteriota
OC1703_500m_150m_sens_contig_1510290,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_3346847,p__Actinobacteriota
OC1703_500m_500m_sens_contig_421331,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_2305393,p__Actinobacteriota
OC1703_500m_150m_sens_contig_2561240,p__Actinobacteriota
OC1703_500m_150m_sens_contig_3417001,p__Actinobacteriota
OC1703_3500m_2000m_sens_contig_2471600,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_3677999,p__Actinobacteriota
OC1703_4000m_1000m_sens_contig_2709338,p__Actinobacteriota
OC1703_4500m_2000m_sens_contig_1460954,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_1051531,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_3634578,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_4639978,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_533392,p__Actinobacteriota
OC1703_4500m_4000m_sens_contig_675272,p__Actinobacteriota
OC1703_3000m_3000m_sens_contig_1382571,p__Actinobacteriota
OC1703_3500m_3000m_sens_contig_1912818,p__Actinobacteriota
OC1703_4500m_3000m_sens_contig_4410837,p__Actinobacteriota
OC1703_4000m_3000m_sens_contig_1542240,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_950801,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_5300102,p__Actinobacteriota
OC1703_500m_500m_sens_contig_3533431,p__Actinobacteriota
OC1703_4500m_500m_sens_contig_871775,p__Actinobacteriota
OC1703_500m_150m_sens_contig_1046609,p__Actinobacteriota
OC1703_3000m_150m_sens_contig_3636238,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_1643606,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_1436768,p__Actinobacteriota
OC1703_4000m_150m_sens_contig_2834268,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_813711,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_2946286,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_4521846,p__Actinobacteriota
OC1703_500m_50m_sens_contig_2010859,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_1949825,p__Actinobacteriota
OC1703_3500m_2000m_sens_contig_3340220,p__Actinobacteriota
OC1703_3500m_1000m_sens_contig_4064129,p__Actinobacteriota
OC1703_3500m_1000m_sens_contig_1410704,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_2125929,p__Actinobacteriota
OC1703_500m_150m_sens_contig_213592,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_3504257,p__Actinobacteriota
OC1703_4000m_1000m_sens_contig_1109014,p__Actinobacteriota
OC1703_3000m_150m_sens_contig_589060,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_2726490,p__Actinobacteriota
OC1703_4000m_1000m_sens_contig_3861417,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_1959206,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_1778549,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_4584619,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_4251330,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_288972,p__Actinobacteriota
OC1703_3000m_150m_sens_contig_561577,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_4448392,p__Actinobacteriota
OC1703_4500m_500m_sens_contig_130531,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_1377987,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_2122849,p__Actinobacteriota
OC1703_3500m_1000m_sens_contig_3957413,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_5059695,p__Actinobacteriota
OC1703_4000m_1000m_sens_contig_1737367,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_4446939,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_5866184,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_1803752,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_404505,p__Actinobacteriota
OC1703_4500m_2000m_sens_contig_800636,p__Actinobacteriota
OC1703_500m_500m_sens_contig_2563172,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_884274,p__Actinobacteriota
OC1703_500m_150m_sens_contig_3804550,p__Actinobacteriota
OC1703_500m_50m_sens_contig_1859627,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_50m_sens_contig_4355734,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_364377,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_895641,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_699312,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_7201462,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_769349,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_3507079,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_221395,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_1005115,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_1550352,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_3248483,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_807401,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_3738481,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_999331,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_2969322,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_2887077,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_150m_sens_contig_4657393,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3749606,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_150m_sens_contig_3832516,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_1117155,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_2493297,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_231698,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_605326,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_902625,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_71163,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_3045589,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_606030,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_762255,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_2239151,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_3070638,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_500m_sens_contig_2477018,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_2028364,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_500m_sens_contig_4277032,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_500m_sens_contig_5379204,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_464188,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_4167647,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_719980,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_3436713,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_50m_sens_contig_2262498,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_4708686,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_701720,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_453565,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_1128013,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_4704164,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_1297218,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_1102578,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_1921335,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_2686318,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_1712687,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_4429615,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_1612908,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_500m_sens_contig_281418,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_150m_sens_contig_3906801,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_50m_sens_contig_2937196,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_50m_sens_contig_2908590,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_50m_sens_contig_3987916,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_50m_sens_contig_2887111,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_5404671,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_50m_sens_contig_3124188,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_150m_sens_contig_4738033,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_150m_sens_contig_2162269,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_50m_sens_contig_2218857,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_2165881,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_50m_sens_contig_3925918,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_150m_sens_contig_2498961,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_150m_sens_contig_321150,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_50m_sens_contig_3760259,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_1040925,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_50m_sens_contig_2833275,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_378204,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_146850,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_3098769,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_2207172,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_1986059,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_991699,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_1169603,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_1461923,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_2566153,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_4117480,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_2490304,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_3008653,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_2469692,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_3271728,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_3338323,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_657708,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_500m_sens_contig_1876526,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_4427087,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_500m_sens_contig_4213705,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_2414176,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_2228674,p__Proteobacteria;unclassified
OC1703_3500m_3000m_sens_contig_2206130,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_50m_sens_contig_4490051,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_4208066,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_50m_sens_contig_2215415,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_3043032,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_500m_sens_contig_906334,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_500m_sens_contig_3781347,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_500m_sens_contig_1954583,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_5811948,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_150m_sens_contig_5019749,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_500m_sens_contig_58689,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_500m_sens_contig_3831824,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_500m_sens_contig_334563,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_500m_sens_contig_3683474,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_150m_sens_contig_3861282,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_3747793,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_150m_sens_contig_2935790,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_2605363,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1359956,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_8219,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_2875681,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_3718251,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_150m_sens_contig_1201091,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_1000m_sens_contig_2757139,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_500m_sens_contig_1346091,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_500m_sens_contig_138538,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_3096864,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_500m_sens_contig_4819616,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_1686495,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3308384,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_500m_sens_contig_767840,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_2460343,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_500m_sens_contig_2178023,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_2593382,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_660892,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_1699343,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_2914547,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_1769034,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_713308,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_546059,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_1750243,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1366776,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1256273,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_662077,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_2676558,p__Proteobacteria;c__Alphaproteobacteria
