scaffold,reconciled_taxonomy
OC1703_3500m_50m_sens_contig_2266306,p__Thermoplasmatota
OC1703_4000m_50m_sens_contig_1034644,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_7201623,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_2694549,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_1871382,p__Thermoplasmatota
OC1703_3000m_2000m_sens_contig_4414315,p__Thermoplasmatota
OC1703_3000m_500m_sens_contig_1352765,p__Thermoplasmatota
OC1703_4500m_500m_sens_contig_4340026,p__Thermoplasmatota
OC1703_3000m_2000m_sens_contig_2115048,p__Thermoplasmatota
OC1703_3000m_3000m_sens_contig_923234,p__Thermoplasmatota
OC1703_3500m_2000m_sens_contig_416224,p__Thermoplasmatota
OC1703_4500m_3000m_sens_contig_2304211,p__Thermoplasmatota
OC1703_4000m_2000m_sens_contig_3602110,p__Thermoplasmatota
OC1703_4500m_2000m_sens_contig_4084227,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_5035319,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_2694677,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_2986940,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_2644683,p__Thermoplasmatota
OC1703_3500m_150m_sens_contig_4378831,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_3053631,p__Thermoplasmatota
OC1703_3000m_500m_sens_contig_886182,p__Thermoplasmatota
OC1703_3500m_500m_sens_contig_1464624,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_4093271,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_2177084,p__Thermoplasmatota
OC1703_3500m_150m_sens_contig_1549256,p__Thermoplasmatota
OC1703_3000m_150m_sens_contig_3415563,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_4000273,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_770091,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_556806,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_2688347,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_400315,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_3141291,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_1980740,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_990982,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_4082033,p__Thermoplasmatota
OC1703_3500m_150m_sens_contig_477451,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_1452464,p__Thermoplasmatota
OC1703_3000m_150m_sens_contig_4572504,p__Thermoplasmatota
OC1703_4500m_4000m_sens_contig_1993120,p__Thermoplasmatota
OC1703_3000m_3000m_sens_contig_3403604,p__Thermoplasmatota
OC1703_3500m_3000m_sens_contig_1511412,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_2655474,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_183188,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_2450725,p__Thermoplasmatota
OC1703_3000m_150m_sens_contig_2782442,p__Thermoplasmatota
OC1703_3500m_150m_sens_contig_3412754,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_2897310,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_4451318,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_1612506,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_5401379,p__Thermoplasmatota
OC1703_4000m_50m_sens_contig_869250,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_4191601,p__Thermoplasmatota
OC1703_3000m_50m_sens_contig_5392403,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_5328695,p__Thermoplasmatota
OC1703_3000m_1000m_sens_contig_5269536,p__Thermoplasmatota
OC1703_4000m_1000m_sens_contig_3263518,p__Thermoplasmatota
OC1703_3500m_1000m_sens_contig_959199,p__Thermoplasmatota
OC1703_4500m_1000m_sens_contig_2635847,p__Thermoplasmatota
OC1703_3000m_2000m_sens_contig_629672,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_4133106,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_1755171,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_2626437,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_367404,p__Thermoplasmatota
OC1703_3000m_150m_sens_contig_4469209,p__Thermoplasmatota
OC1703_4500m_500m_sens_contig_1100450,p__Thermoplasmatota
OC1703_3500m_500m_sens_contig_789535,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_1797602,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_1288025,p__Thermoplasmatota
OC1703_500m_500m_sens_contig_1442354,p__Thermoplasmatota
OC1703_3500m_150m_sens_contig_3464640,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_4823396,p__Thermoplasmatota
OC1703_3000m_500m_sens_contig_5943688,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_3780096,p__Thermoplasmatota
OC1703_4500m_1000m_sens_contig_2117502,p__Thermoplasmatota
OC1703_3500m_500m_sens_contig_2951336,p__Thermoplasmatota
OC1703_3000m_1000m_sens_contig_3014961,p__Thermoplasmatota
OC1703_4500m_500m_sens_contig_4074191,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_3977191,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_2680954,p__Thermoplasmatota
OC1703_3000m_150m_sens_contig_1452692,p__Thermoplasmatota
OC1703_3500m_500m_sens_contig_166935,p__Thermoplasmatota
OC1703_4500m_500m_sens_contig_513458,p__Thermoplasmatota
OC1703_3500m_500m_sens_contig_305590,p__Thermoplasmatota
OC1703_4500m_500m_sens_contig_3806771,p__Thermoplasmatota
OC1703_3000m_150m_sens_contig_1859147,p__Thermoplasmatota
OC1703_3500m_150m_sens_contig_5186242,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_4069988,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_1650553,p__Thermoplasmatota
OC1703_4500m_500m_sens_contig_942329,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_4803008,p__Thermoplasmatota
OC1703_3000m_500m_sens_contig_5876837,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_951626,p__Thermoplasmatota
OC1703_500m_500m_sens_contig_191946,p__Thermoplasmatota
OC1703_3000m_150m_sens_contig_5331297,p__Thermoplasmatota
OC1703_3500m_3000m_sens_contig_2987177,p__Thermoplasmatota
OC1703_4500m_2000m_sens_contig_3095605,p__Thermoplasmatota
OC1703_4000m_1000m_sens_contig_2655794,p__Thermoplasmatota
OC1703_3000m_3000m_sens_contig_1317828,p__Thermoplasmatota
OC1703_4000m_3000m_sens_contig_2506028,p__Thermoplasmatota
OC1703_3500m_3000m_sens_contig_685576,p__Thermoplasmatota
OC1703_3500m_1000m_sens_contig_1046751,p__Thermoplasmatota
OC1703_3000m_3000m_sens_contig_2517444,p__Thermoplasmatota
OC1703_4500m_3000m_sens_contig_3640430,p__Thermoplasmatota
OC1703_3000m_3000m_sens_contig_2920738,p__Thermoplasmatota
OC1703_4500m_2000m_sens_contig_1988853,p__Thermoplasmatota
OC1703_4500m_1000m_sens_contig_3820982,p__Thermoplasmatota
OC1703_3500m_3000m_sens_contig_3136754,p__Thermoplasmatota
OC1703_4500m_2000m_sens_contig_4123149,p__Thermoplasmatota
OC1703_3500m_2000m_sens_contig_3360037,p__Thermoplasmatota
OC1703_4500m_4000m_sens_contig_2526533,p__Thermoplasmatota
OC1703_3000m_2000m_sens_contig_1974764,p__Thermoplasmatota
OC1703_4500m_3000m_sens_contig_5111653,p__Thermoplasmatota
OC1703_3500m_1000m_sens_contig_1963463,p__Thermoplasmatota
OC1703_3000m_1000m_sens_contig_374389,p__Thermoplasmatota
OC1703_3500m_2000m_sens_contig_3779437,p__Thermoplasmatota
OC1703_4000m_2000m_sens_contig_2473478,p__Thermoplasmatota
OC1703_4000m_3000m_sens_contig_1831043,p__Thermoplasmatota
OC1703_4500m_4000m_sens_contig_1663842,p__Thermoplasmatota
OC1703_4500m_2000m_sens_contig_4203338,p__Thermoplasmatota
OC1703_3000m_1000m_sens_contig_799549,p__Thermoplasmatota
OC1703_3000m_2000m_sens_contig_4244776,p__Thermoplasmatota
OC1703_4500m_500m_sens_contig_1647280,p__Thermoplasmatota
OC1703_4000m_2000m_sens_contig_1945247,p__Thermoplasmatota
OC1703_3000m_2000m_sens_contig_2438509,p__Thermoplasmatota
OC1703_3000m_2000m_sens_contig_2253686,p__Thermoplasmatota
OC1703_4000m_2000m_sens_contig_1431531,p__Thermoplasmatota
OC1703_3500m_500m_sens_contig_361441,p__Thermoplasmatota
OC1703_4000m_3000m_sens_contig_1388844,p__Thermoplasmatota
OC1703_3500m_2000m_sens_contig_3837063,p__Thermoplasmatota
OC1703_3500m_150m_sens_contig_4008030,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_3294752,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_1958850,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_11553,p__Thermoplasmatota
OC1703_4000m_50m_sens_contig_2034330,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_2758783,p__Thermoplasmatota
OC1703_4500m_2000m_sens_contig_4156076,p__Thermoplasmatota
OC1703_3000m_2000m_sens_contig_4333435,p__Thermoplasmatota
OC1703_4500m_3000m_sens_contig_4442569,p__Thermoplasmatota
OC1703_3500m_2000m_sens_contig_1392913,p__Thermoplasmatota
OC1703_4000m_1000m_sens_contig_2091781,p__Thermoplasmatota
OC1703_3500m_150m_sens_contig_3274737,p__Thermoplasmatota
OC1703_3000m_1000m_sens_contig_988377,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_2233104,p__Thermoplasmatota
OC1703_3500m_1000m_sens_contig_696177,p__Thermoplasmatota
OC1703_4500m_500m_sens_contig_4772710,p__Thermoplasmatota
OC1703_3500m_150m_sens_contig_3997186,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_3782169,p__Thermoplasmatota
OC1703_4500m_500m_sens_contig_3464731,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_3432452,p__Thermoplasmatota
OC1703_3500m_500m_sens_contig_284118,p__Thermoplasmatota
OC1703_4000m_500m_sens_contig_3276189,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_1760457,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_1978820,p__Thermoplasmatota
OC1703_4500m_4000m_sens_contig_2117789,p__Planctomycetota
OC1703_4500m_2000m_sens_contig_2808663,p__Planctomycetota
OC1703_3500m_2000m_sens_contig_3122900,p__Planctomycetota
OC1703_4500m_3000m_sens_contig_3234219,p__Planctomycetota
OC1703_4500m_150m_sens_contig_1876192,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_3025103,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_5047004,p__Thermoplasmatota
OC1703_4000m_50m_sens_contig_2610375,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_2881130,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_2617559,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_6796819,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_1531215,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_2997204,p__Thermoplasmatota
OC1703_3000m_50m_sens_contig_1230589,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_1525448,p__Thermoplasmatota
OC1703_3000m_50m_sens_contig_4793982,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_1416413,p__Thermoplasmatota
OC1703_3000m_50m_sens_contig_1930031,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_177564,p__Thermoplasmatota
OC1703_4000m_50m_sens_contig_1185922,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_3261747,p__Thermoplasmatota
OC1703_3000m_50m_sens_contig_230874,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_46122,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_2993401,p__Thermoplasmatota
OC1703_3000m_50m_sens_contig_3572137,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_3050260,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_282178,p__Thermoplasmatota
OC1703_3000m_50m_sens_contig_4481272,p__Thermoplasmatota
OC1703_4000m_50m_sens_contig_532970,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_2280627,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_1057794,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_1256577,p__Thermoplasmatota
OC1703_3000m_150m_sens_contig_282214,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_1621165,p__Thermoplasmatota
OC1703_3000m_3000m_sens_contig_3440445,p__Thermoplasmatota
OC1703_4500m_4000m_sens_contig_3261486,p__Thermoplasmatota
OC1703_500m_500m_sens_contig_3096882,p__Thermoplasmatota
OC1703_3000m_2000m_sens_contig_4105591,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_3729539,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_637973,p__Thermoplasmatota
OC1703_3000m_150m_sens_contig_3875031,p__Thermoplasmatota
OC1703_3000m_3000m_sens_contig_3429725,p__Thermoplasmatota
OC1703_3000m_50m_sens_contig_4213689,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_617615,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_2629711,p__Thermoplasmatota
OC1703_4500m_4000m_sens_contig_4290501,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_1842304,p__Thermoplasmatota
OC1703_3000m_3000m_sens_contig_3160303,p__Thermoplasmatota
OC1703_3500m_50m_sens_contig_374636,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_2552834,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_2891806,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_548316,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_760203,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_2341457,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_113389,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1640751,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_1531561,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_861670,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_2531889,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_1000m_sens_contig_2997386,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_1373032,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_150m_sens_contig_4549958,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_1399039,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_150m_sens_contig_4101503,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_1008739,p__Actinobacteriota
OC1703_4500m_50m_sens_contig_6530687,p__Actinobacteriota
OC1703_4000m_150m_sens_contig_2734243,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_4752073,p__Actinobacteriota
OC1703_500m_150m_sens_contig_1522721,p__Actinobacteriota
OC1703_3000m_150m_sens_contig_4715130,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_5265695,p__Actinobacteriota
OC1703_500m_50m_sens_contig_3383536,p__Actinobacteriota
OC1703_500m_50m_sens_contig_4098548,p__Actinobacteriota
OC1703_4000m_150m_sens_contig_1677850,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_2034272,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_2034837,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_4992198,p__Actinobacteriota
OC1703_500m_150m_sens_contig_210512,p__Actinobacteriota
OC1703_500m_150m_sens_contig_2224986,p__Actinobacteriota
OC1703_3000m_150m_sens_contig_568400,p__Actinobacteriota
OC1703_3000m_150m_sens_contig_1625045,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_5558473,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_5576876,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_177288,p__Actinobacteriota
OC1703_3500m_50m_sens_contig_641444,p__Cyanobacteria
OC1703_3500m_50m_sens_contig_743252,p__Cyanobacteria
OC1703_4000m_50m_sens_contig_1686754,p__Cyanobacteria
OC1703_4000m_50m_sens_contig_633726,p__Cyanobacteria
OC1703_4500m_50m_sens_contig_4746399,p__Cyanobacteria
OC1703_3500m_50m_sens_contig_3764312,p__Cyanobacteria
OC1703_4000m_50m_sens_contig_3180675,p__Cyanobacteria
OC1703_4500m_50m_sens_contig_1069806,p__Cyanobacteria
OC1703_3000m_50m_sens_contig_2711789,p__Cyanobacteria
OC1703_4000m_50m_sens_contig_1110244,p__Cyanobacteria
OC1703_4500m_4000m_sens_contig_3003535,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_2782024,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_3866856,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_1456546,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_4626076,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_3285220,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_529181,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_748191,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_1060487,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_914706,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_150m_sens_contig_3987352,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_1545896,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_50m_sens_contig_4305595,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_1300643,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_50m_sens_contig_4704639,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_5713498,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_150m_sens_contig_815608,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_150m_sens_contig_3008315,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_50m_sens_contig_2422738,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_50m_sens_contig_214369,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_50m_sens_contig_3344320,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_50m_sens_contig_2347682,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_50m_sens_contig_3753466,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_3019101,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_4956555,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_3221003,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_71602,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_150m_sens_contig_2286747,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_379126,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_2090962,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_1847711,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_2045155,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_3030222,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_144616,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_1889869,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_4823180,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_4589420,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_1775544,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_809797,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_5109055,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_150m_sens_contig_2042694,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_3299643,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_500m_sens_contig_3356446,p__Actinobacteriota
OC1703_3500m_1000m_sens_contig_134495,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_2904682,p__Actinobacteriota
OC1703_3500m_2000m_sens_contig_2102460,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_3010388,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_5655089,p__Actinobacteriota
OC1703_500m_150m_sens_contig_1605168,p__Actinobacteriota
OC1703_500m_50m_sens_contig_3436083,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_2938030,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_4547600,p__Actinobacteriota
OC1703_500m_50m_sens_contig_2033200,p__Actinobacteriota
OC1703_3500m_1000m_sens_contig_2363855,p__Actinobacteriota
OC1703_500m_150m_sens_contig_485282,p__Actinobacteriota
OC1703_4000m_150m_sens_contig_276741,p__Actinobacteriota
OC1703_3000m_150m_sens_contig_5469914,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_5610462,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_4499679,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_5610803,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_2329689,p__Actinobacteriota
OC1703_4500m_500m_sens_contig_2265567,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_2659806,p__Actinobacteriota
OC1703_4500m_500m_sens_contig_3552876,p__Actinobacteriota
OC1703_500m_150m_sens_contig_3767349,p__Actinobacteriota
OC1703_500m_50m_sens_contig_3451116,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_752911,p__Actinobacteriota
OC1703_4000m_150m_sens_contig_3073899,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_3076137,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_1317966,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_2346601,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_516772,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_2100971,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_2449051,p__Actinobacteriota
OC1703_4500m_3000m_sens_contig_2281357,p__Actinobacteriota
OC1703_4500m_4000m_sens_contig_3915565,p__Actinobacteriota
OC1703_3000m_3000m_sens_contig_1036163,p__Actinobacteriota
OC1703_4000m_3000m_sens_contig_348398,p__Actinobacteriota
OC1703_3500m_3000m_sens_contig_2410394,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_18046,p__Actinobacteriota
OC1703_500m_500m_sens_contig_1226285,p__Actinobacteriota
OC1703_4000m_1000m_sens_contig_2116122,p__Actinobacteriota
OC1703_500m_150m_sens_contig_3732608,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_817473,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_3771322,p__Actinobacteriota
OC1703_4500m_2000m_sens_contig_2760071,p__Actinobacteriota
OC1703_3000m_150m_sens_contig_1598373,p__Actinobacteriota
OC1703_3500m_1000m_sens_contig_693771,p__Actinobacteriota
OC1703_4500m_500m_sens_contig_5438070,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_1967659,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_1765368,p__Actinobacteriota
OC1703_3500m_2000m_sens_contig_1979563,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_1366080,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_43141,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_1480606,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_2356751,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_2639999,p__Actinobacteriota
OC1703_4500m_4000m_sens_contig_4253247,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_2043365,p__Actinobacteriota
OC1703_3500m_2000m_sens_contig_218597,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_2195637,p__Actinobacteriota
OC1703_4500m_2000m_sens_contig_2585291,p__Actinobacteriota
OC1703_3500m_3000m_sens_contig_1305325,p__Actinobacteriota
OC1703_4000m_3000m_sens_contig_25939,p__Actinobacteriota
OC1703_4500m_3000m_sens_contig_661630,p__Actinobacteriota
OC1703_3000m_3000m_sens_contig_3139041,p__Actinobacteriota
OC1703_3500m_1000m_sens_contig_2861878,p__Actinobacteriota
OC1703_500m_500m_sens_contig_29446,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_2639918,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_876192,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_752456,p__Actinobacteriota
OC1703_4000m_1000m_sens_contig_3403637,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_4742538,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_3674120,p__Actinobacteriota
OC1703_4500m_500m_sens_contig_2386306,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_1133856,p__Actinobacteriota
OC1703_4000m_1000m_sens_contig_3562590,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_2784413,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_2817317,p__Actinobacteriota
OC1703_3500m_1000m_sens_contig_785898,p__Actinobacteriota
OC1703_4500m_2000m_sens_contig_4970743,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_3009027,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_320687,p__Actinobacteriota
OC1703_3500m_2000m_sens_contig_382853,p__Actinobacteriota
OC1703_4500m_4000m_sens_contig_3173309,p__Actinobacteriota
OC1703_3000m_3000m_sens_contig_2700690,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_2612904,p__Actinobacteriota
OC1703_3500m_1000m_sens_contig_3699828,p__Actinobacteriota
OC1703_3500m_2000m_sens_contig_2438562,p__Actinobacteriota
OC1703_4500m_2000m_sens_contig_4179141,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_584386,p__Actinobacteriota
OC1703_4500m_500m_sens_contig_3776385,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_734294,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_1136627,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_37388,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_2692335,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_1363970,p__Actinobacteriota
OC1703_4500m_3000m_sens_contig_290194,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_1071965,p__Actinobacteriota
OC1703_3500m_3000m_sens_contig_3335121,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_1279626,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_2229209,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_2532500,p__Actinobacteriota
OC1703_3500m_3000m_sens_contig_3334892,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_2195632,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_2873957,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_871344,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_2792304,p__Proteobacteria;c__Gammaproteobacteria
